temperature,humidity,ph,ec,label,ec_source,source_dataset
30.31,49.48,6.83,2.232,Olivier,synthetic_catalog,ml_model.rules.crop_catalog
26.86,56.86,6.8,0.772,Olivier,synthetic_catalog,ml_model.rules.crop_catalog
18.9,49.14,7.34,0.256,Olivier,synthetic_catalog,ml_model.rules.crop_catalog
14.06,67.66,7.72,1.288,Olivier,synthetic_catalog,ml_model.rules.crop_catalog
17.57,60.58,8.0,1.625,Olivier,synthetic_catalog,ml_model.rules.crop_catalog
27.92,52.29,6.67,2.614,Olivier,synthetic_catalog,ml_model.rules.crop_catalog
16.44,41.2,6.45,0.254,Olivier,synthetic_catalog,ml_model.rules.crop_catalog
24.47,67.3,6.87,2.706,Olivier,synthetic_catalog,ml_model.rules.crop_catalog
28.43,51.83,8.39,2.066,Olivier,synthetic_catalog,ml_model.rules.crop_catalog
22.06,64.14,8.02,2.622,Olivier,synthetic_catalog,ml_model.rules.crop_catalog
25.97,61.91,7.47,1.098,Olivier,synthetic_catalog,ml_model.rules.crop_catalog
15.24,52.31,7.93,0.543,Olivier,synthetic_catalog,ml_model.rules.crop_catalog
21.63,62.63,7.53,2.45,Olivier,synthetic_catalog,ml_model.rules.crop_catalog
17.69,60.08,6.86,1.656,Olivier,synthetic_catalog,ml_model.rules.crop_catalog
24.35,43.75,8.09,2.507,Olivier,synthetic_catalog,ml_model.rules.crop_catalog
30.46,43.64,7.76,3.098,Olivier,synthetic_catalog,ml_model.rules.crop_catalog
29.56,51.4,7.0,1.736,Vigne,synthetic_catalog,ml_model.rules.crop_catalog
20.38,51.52,6.58,1.494,Vigne,synthetic_catalog,ml_model.rules.crop_catalog
21.79,68.24,5.56,0.563,Vigne,synthetic_catalog,ml_model.rules.crop_catalog
28.65,66.52,6.21,1.951,Vigne,synthetic_catalog,ml_model.rules.crop_catalog
20.13,70.97,7.36,0.877,Vigne,synthetic_catalog,ml_model.rules.crop_catalog
26.75,53.16,7.34,1.601,Vigne,synthetic_catalog,ml_model.rules.crop_catalog
24.13,48.57,7.14,2.241,Vigne,synthetic_catalog,ml_model.rules.crop_catalog
25.89,69.72,7.13,0.84,Vigne,synthetic_catalog,ml_model.rules.crop_catalog
23.72,68.42,7.29,0.432,Vigne,synthetic_catalog,ml_model.rules.crop_catalog
28.77,58.93,6.81,1.604,Vigne,synthetic_catalog,ml_model.rules.crop_catalog
22.65,64.38,6.01,0.521,Vigne,synthetic_catalog,ml_model.rules.crop_catalog
22.52,69.74,6.56,1.925,Vigne,synthetic_catalog,ml_model.rules.crop_catalog
24.88,63.29,7.05,1.938,Vigne,synthetic_catalog,ml_model.rules.crop_catalog
27.91,54.54,6.62,1.937,Vigne,synthetic_catalog,ml_model.rules.crop_catalog
25.12,65.5,6.43,0.515,Vigne,synthetic_catalog,ml_model.rules.crop_catalog
18.21,55.82,5.95,2.19,Vigne,synthetic_catalog,ml_model.rules.crop_catalog
17.82,65.45,6.27,1.502,Vigne,synthetic_catalog,ml_model.rules.crop_catalog
29.96,70.0,6.64,0.512,Vigne,synthetic_catalog,ml_model.rules.crop_catalog
25.89,53.54,6.37,0.803,Vigne,synthetic_catalog,ml_model.rules.crop_catalog
25.27,56.66,6.37,2.474,Vigne,synthetic_catalog,ml_model.rules.crop_catalog
21.92,69.58,6.04,1.29,Vigne,synthetic_catalog,ml_model.rules.crop_catalog
30.71,62.01,6.75,2.474,Vigne,synthetic_catalog,ml_model.rules.crop_catalog
20.69,69.21,6.29,0.83,Vigne,synthetic_catalog,ml_model.rules.crop_catalog
24.07,64.48,7.0,0.436,Vigne,synthetic_catalog,ml_model.rules.crop_catalog
17.47,73.0,7.12,2.519,Vigne,synthetic_catalog,ml_model.rules.crop_catalog
20.18,69.24,7.0,1.782,Vigne,synthetic_catalog,ml_model.rules.crop_catalog
20.4,63.42,6.05,0.236,Vigne,synthetic_catalog,ml_model.rules.crop_catalog
22.47,68.06,6.76,0.64,Vigne,synthetic_catalog,ml_model.rules.crop_catalog
19.83,71.73,6.36,0.975,Vigne,synthetic_catalog,ml_model.rules.crop_catalog
20.7,50.97,6.14,0.583,Vigne,synthetic_catalog,ml_model.rules.crop_catalog
21.04,63.63,6.12,2.151,Vigne,synthetic_catalog,ml_model.rules.crop_catalog
20.06,53.5,6.35,1.21,Vigne,synthetic_catalog,ml_model.rules.crop_catalog
30.27,60.48,5.98,0.297,Vigne,synthetic_catalog,ml_model.rules.crop_catalog
24.57,63.9,5.66,1.675,Vigne,synthetic_catalog,ml_model.rules.crop_catalog
26.7,62.34,5.34,0.88,Vigne,synthetic_catalog,ml_model.rules.crop_catalog
19.89,72.0,6.2,1.976,Vigne,synthetic_catalog,ml_model.rules.crop_catalog
21.08,61.73,6.1,2.007,Vigne,synthetic_catalog,ml_model.rules.crop_catalog
20.91,69.29,6.68,2.46,Vigne,synthetic_catalog,ml_model.rules.crop_catalog
21.35,70.23,5.79,1.643,Vigne,synthetic_catalog,ml_model.rules.crop_catalog
22.98,66.09,7.15,2.222,Vigne,synthetic_catalog,ml_model.rules.crop_catalog
23.61,57.26,6.62,1.584,Vigne,synthetic_catalog,ml_model.rules.crop_catalog
28.66,63.27,6.2,0.172,Vigne,synthetic_catalog,ml_model.rules.crop_catalog
18.66,62.45,5.73,0.819,Vigne,synthetic_catalog,ml_model.rules.crop_catalog
20.78,65.78,5.89,1.027,Vigne,synthetic_catalog,ml_model.rules.crop_catalog
29.66,59.99,6.84,0.253,Vigne,synthetic_catalog,ml_model.rules.crop_catalog
21.26,51.54,5.95,1.662,Vigne,synthetic_catalog,ml_model.rules.crop_catalog
27.62,63.61,7.05,1.322,Vigne,synthetic_catalog,ml_model.rules.crop_catalog
29.7,49.89,5.87,1.097,Vigne,synthetic_catalog,ml_model.rules.crop_catalog
29.86,54.63,7.13,1.664,Vigne,synthetic_catalog,ml_model.rules.crop_catalog
20.36,68.92,6.03,2.008,Vigne,synthetic_catalog,ml_model.rules.crop_catalog
23.73,56.05,7.39,1.317,Vigne,synthetic_catalog,ml_model.rules.crop_catalog
22.63,66.14,6.93,2.149,Vigne,synthetic_catalog,ml_model.rules.crop_catalog
28.82,56.67,6.96,0.753,Vigne,synthetic_catalog,ml_model.rules.crop_catalog
24.09,70.62,6.31,0.664,Vigne,synthetic_catalog,ml_model.rules.crop_catalog
24.71,61.14,5.87,1.858,Vigne,synthetic_catalog,ml_model.rules.crop_catalog
25.57,61.19,6.13,1.397,Vigne,synthetic_catalog,ml_model.rules.crop_catalog
19.96,61.7,5.83,1.971,Vigne,synthetic_catalog,ml_model.rules.crop_catalog
25.26,67.82,6.61,0.961,Vigne,synthetic_catalog,ml_model.rules.crop_catalog
21.79,54.43,7.63,0.827,Vigne,synthetic_catalog,ml_model.rules.crop_catalog
21.75,53.27,7.28,2.069,Vigne,synthetic_catalog,ml_model.rules.crop_catalog
29.45,65.69,7.36,1.546,Vigne,synthetic_catalog,ml_model.rules.crop_catalog
24.36,61.01,7.25,1.456,Vigne,synthetic_catalog,ml_model.rules.crop_catalog
20.61,67.72,5.62,1.138,Vigne,synthetic_catalog,ml_model.rules.crop_catalog
26.87,55.58,6.74,0.416,Vigne,synthetic_catalog,ml_model.rules.crop_catalog
27.67,60.67,7.29,2.322,Vigne,synthetic_catalog,ml_model.rules.crop_catalog
21.06,65.78,6.02,2.494,Vigne,synthetic_catalog,ml_model.rules.crop_catalog
25.41,50.96,5.88,2.147,Vigne,synthetic_catalog,ml_model.rules.crop_catalog
26.57,55.12,6.21,0.91,Vigne,synthetic_catalog,ml_model.rules.crop_catalog
23.59,60.63,6.4,1.609,Vigne,synthetic_catalog,ml_model.rules.crop_catalog
23.67,49.58,5.8,2.046,Vigne,synthetic_catalog,ml_model.rules.crop_catalog
27.93,49.17,7.53,0.927,Vigne,synthetic_catalog,ml_model.rules.crop_catalog
23.08,62.94,5.52,2.278,Vigne,synthetic_catalog,ml_model.rules.crop_catalog
23.95,52.0,6.39,1.601,Vigne,synthetic_catalog,ml_model.rules.crop_catalog
29.06,54.72,6.04,0.504,Vigne,synthetic_catalog,ml_model.rules.crop_catalog
22.0,60.05,5.85,1.232,Vigne,synthetic_catalog,ml_model.rules.crop_catalog
22.13,56.5,5.64,0.57,Vigne,synthetic_catalog,ml_model.rules.crop_catalog
24.03,53.64,6.71,1.631,Vigne,synthetic_catalog,ml_model.rules.crop_catalog
20.02,50.18,7.48,2.534,Vigne,synthetic_catalog,ml_model.rules.crop_catalog
18.56,53.18,6.64,1.794,Vigne,synthetic_catalog,ml_model.rules.crop_catalog
16.83,73.96,6.18,2.329,Vigne,synthetic_catalog,ml_model.rules.crop_catalog
26.16,54.49,6.74,0.7,Vigne,synthetic_catalog,ml_model.rules.crop_catalog
25.3,54.38,6.18,1.861,Vigne,synthetic_catalog,ml_model.rules.crop_catalog
17.81,48.98,5.93,1.114,Vigne,synthetic_catalog,ml_model.rules.crop_catalog
30.4,70.06,6.69,1.765,Vigne,synthetic_catalog,ml_model.rules.crop_catalog
17.86,54.89,6.39,1.286,Vigne,synthetic_catalog,ml_model.rules.crop_catalog
23.36,69.24,7.51,2.072,Vigne,synthetic_catalog,ml_model.rules.crop_catalog
20.19,47.72,6.25,2.104,Vigne,synthetic_catalog,ml_model.rules.crop_catalog
29.1,48.12,6.83,0.814,Vigne,synthetic_catalog,ml_model.rules.crop_catalog
23.93,54.93,6.7,0.397,Vigne,synthetic_catalog,ml_model.rules.crop_catalog
23.93,71.29,7.06,0.476,Vigne,synthetic_catalog,ml_model.rules.crop_catalog
23.37,58.56,6.34,1.371,Vigne,synthetic_catalog,ml_model.rules.crop_catalog
19.32,60.92,6.82,1.661,Vigne,synthetic_catalog,ml_model.rules.crop_catalog
24.85,62.18,6.19,0.504,Vigne,synthetic_catalog,ml_model.rules.crop_catalog
19.93,54.97,7.0,1.007,Vigne,synthetic_catalog,ml_model.rules.crop_catalog
24.35,56.72,6.39,1.364,Vigne,synthetic_catalog,ml_model.rules.crop_catalog
21.39,70.79,6.7,2.33,Vigne,synthetic_catalog,ml_model.rules.crop_catalog
20.76,70.04,5.51,1.99,Vigne,synthetic_catalog,ml_model.rules.crop_catalog
28.89,65.04,5.56,1.203,Vigne,synthetic_catalog,ml_model.rules.crop_catalog
28.26,64.58,6.05,0.522,Vigne,synthetic_catalog,ml_model.rules.crop_catalog
26.54,57.67,6.59,2.22,Vigne,synthetic_catalog,ml_model.rules.crop_catalog
27.2,51.9,6.89,0.681,Vigne,synthetic_catalog,ml_model.rules.crop_catalog
18.19,62.38,6.16,0.356,Vigne,synthetic_catalog,ml_model.rules.crop_catalog
27.76,55.65,6.98,0.875,Vigne,synthetic_catalog,ml_model.rules.crop_catalog
28.07,50.87,5.75,1.806,Vigne,synthetic_catalog,ml_model.rules.crop_catalog
17.23,65.58,6.11,0.399,Vigne,synthetic_catalog,ml_model.rules.crop_catalog
18.35,65.03,6.86,2.171,Vigne,synthetic_catalog,ml_model.rules.crop_catalog
28.12,66.55,6.18,0.351,Vigne,synthetic_catalog,ml_model.rules.crop_catalog
22.33,70.53,7.49,1.501,Vigne,synthetic_catalog,ml_model.rules.crop_catalog
26.96,56.44,7.15,0.257,Vigne,synthetic_catalog,ml_model.rules.crop_catalog
23.8,70.01,7.43,1.44,Vigne,synthetic_catalog,ml_model.rules.crop_catalog
19.95,67.11,7.29,0.509,Vigne,synthetic_catalog,ml_model.rules.crop_catalog
28.26,48.46,6.33,0.453,Vigne,synthetic_catalog,ml_model.rules.crop_catalog
24.42,60.44,6.19,2.402,Vigne,synthetic_catalog,ml_model.rules.crop_catalog
28.56,60.49,5.96,2.3,Vigne,synthetic_catalog,ml_model.rules.crop_catalog
23.33,50.16,5.79,0.772,Vigne,synthetic_catalog,ml_model.rules.crop_catalog
19.3,67.4,5.96,0.445,Vigne,synthetic_catalog,ml_model.rules.crop_catalog
29.92,63.1,6.06,1.786,Vigne,synthetic_catalog,ml_model.rules.crop_catalog
29.07,63.14,6.82,0.476,Vigne,synthetic_catalog,ml_model.rules.crop_catalog
23.08,69.78,6.28,1.475,Vigne,synthetic_catalog,ml_model.rules.crop_catalog
21.84,69.88,7.59,1.58,Vigne,synthetic_catalog,ml_model.rules.crop_catalog
21.31,66.32,6.86,1.112,Vigne,synthetic_catalog,ml_model.rules.crop_catalog
18.6,70.38,7.2,0.831,Vigne,synthetic_catalog,ml_model.rules.crop_catalog
25.21,68.26,7.15,2.24,Vigne,synthetic_catalog,ml_model.rules.crop_catalog
25.32,55.97,7.29,1.239,Vigne,synthetic_catalog,ml_model.rules.crop_catalog
27.11,50.3,7.14,1.568,Vigne,synthetic_catalog,ml_model.rules.crop_catalog
22.79,50.25,6.25,1.22,Vigne,synthetic_catalog,ml_model.rules.crop_catalog
22.63,64.55,6.98,2.205,Vigne,synthetic_catalog,ml_model.rules.crop_catalog
23.72,59.18,6.99,0.767,Vigne,synthetic_catalog,ml_model.rules.crop_catalog
20.63,68.54,7.4,1.973,Vigne,synthetic_catalog,ml_model.rules.crop_catalog
26.5,59.57,6.3,2.297,Vigne,synthetic_catalog,ml_model.rules.crop_catalog
19.83,62.58,6.53,2.363,Vigne,synthetic_catalog,ml_model.rules.crop_catalog
27.82,66.18,5.93,0.435,Vigne,synthetic_catalog,ml_model.rules.crop_catalog
29.65,65.85,6.39,1.02,Vigne,synthetic_catalog,ml_model.rules.crop_catalog
19.07,62.99,6.1,2.5,Vigne,synthetic_catalog,ml_model.rules.crop_catalog
25.53,56.18,5.8,2.173,Vigne,synthetic_catalog,ml_model.rules.crop_catalog
18.28,67.42,6.07,1.031,Vigne,synthetic_catalog,ml_model.rules.crop_catalog
23.3,59.18,5.64,1.057,Vigne,synthetic_catalog,ml_model.rules.crop_catalog
28.61,59.01,6.57,2.366,Vigne,synthetic_catalog,ml_model.rules.crop_catalog
24.27,61.69,6.74,1.939,Vigne,synthetic_catalog,ml_model.rules.crop_catalog
20.8,67.5,7.4,0.419,Vigne,synthetic_catalog,ml_model.rules.crop_catalog
25.12,66.2,5.5,2.06,Vigne,synthetic_catalog,ml_model.rules.crop_catalog
17.6,65.06,6.24,1.31,Vigne,synthetic_catalog,ml_model.rules.crop_catalog
20.22,54.24,6.74,0.331,Vigne,synthetic_catalog,ml_model.rules.crop_catalog
21.93,70.85,6.59,1.351,Vigne,synthetic_catalog,ml_model.rules.crop_catalog
24.42,68.63,7.44,1.647,Vigne,synthetic_catalog,ml_model.rules.crop_catalog
20.73,65.98,7.26,0.731,Vigne,synthetic_catalog,ml_model.rules.crop_catalog
22.32,68.76,6.57,1.512,Vigne,synthetic_catalog,ml_model.rules.crop_catalog
26.7,53.03,7.5,2.456,Vigne,synthetic_catalog,ml_model.rules.crop_catalog
24.83,67.59,6.83,0.393,Vigne,synthetic_catalog,ml_model.rules.crop_catalog
23.75,73.91,6.59,0.455,Vigne,synthetic_catalog,ml_model.rules.crop_catalog
26.75,52.2,6.17,1.658,Vigne,synthetic_catalog,ml_model.rules.crop_catalog
23.59,60.1,6.8,1.008,Vigne,synthetic_catalog,ml_model.rules.crop_catalog
21.35,72.12,7.34,1.185,Vigne,synthetic_catalog,ml_model.rules.crop_catalog
19.39,50.89,6.85,1.553,Vigne,synthetic_catalog,ml_model.rules.crop_catalog
20.62,64.68,7.0,1.053,Vigne,synthetic_catalog,ml_model.rules.crop_catalog
20.87,57.7,5.88,2.221,Vigne,synthetic_catalog,ml_model.rules.crop_catalog
24.72,59.97,6.8,2.412,Vigne,synthetic_catalog,ml_model.rules.crop_catalog
25.67,67.44,5.67,1.816,Vigne,synthetic_catalog,ml_model.rules.crop_catalog
22.24,63.34,5.58,2.168,Vigne,synthetic_catalog,ml_model.rules.crop_catalog
18.29,57.59,5.53,1.728,Vigne,synthetic_catalog,ml_model.rules.crop_catalog
23.25,58.02,6.2,2.106,Vigne,synthetic_catalog,ml_model.rules.crop_catalog
26.4,58.04,6.22,2.518,Vigne,synthetic_catalog,ml_model.rules.crop_catalog
19.39,69.41,5.97,1.995,Vigne,synthetic_catalog,ml_model.rules.crop_catalog
29.65,64.41,6.17,1.331,Vigne,synthetic_catalog,ml_model.rules.crop_catalog
17.1,67.94,7.49,2.546,Vigne,synthetic_catalog,ml_model.rules.crop_catalog
20.93,64.18,6.1,2.299,Vigne,synthetic_catalog,ml_model.rules.crop_catalog
27.8,63.54,7.0,1.411,Vigne,synthetic_catalog,ml_model.rules.crop_catalog
22.69,60.56,6.02,1.042,Vigne,synthetic_catalog,ml_model.rules.crop_catalog
24.59,63.66,6.11,0.58,Vigne,synthetic_catalog,ml_model.rules.crop_catalog
21.2,68.56,7.13,2.47,Vigne,synthetic_catalog,ml_model.rules.crop_catalog
30.18,52.37,7.27,0.824,Vigne,synthetic_catalog,ml_model.rules.crop_catalog
29.09,70.51,7.26,0.561,Vigne,synthetic_catalog,ml_model.rules.crop_catalog
26.12,54.38,7.31,2.403,Vigne,synthetic_catalog,ml_model.rules.crop_catalog
19.47,58.93,6.89,1.472,Vigne,synthetic_catalog,ml_model.rules.crop_catalog
29.71,47.81,6.79,1.798,Vigne,synthetic_catalog,ml_model.rules.crop_catalog
25.68,55.6,7.19,1.633,Vigne,synthetic_catalog,ml_model.rules.crop_catalog
24.41,54.66,5.72,2.142,Vigne,synthetic_catalog,ml_model.rules.crop_catalog
20.24,53.68,5.97,0.914,Vigne,synthetic_catalog,ml_model.rules.crop_catalog
25.23,61.49,7.32,1.916,Vigne,synthetic_catalog,ml_model.rules.crop_catalog
27.65,65.85,6.37,1.085,Vigne,synthetic_catalog,ml_model.rules.crop_catalog
26.71,53.66,6.6,1.221,Vigne,synthetic_catalog,ml_model.rules.crop_catalog
25.76,60.59,5.63,0.768,Vigne,synthetic_catalog,ml_model.rules.crop_catalog
26.78,55.79,5.44,1.304,Vigne,synthetic_catalog,ml_model.rules.crop_catalog
22.15,66.34,5.85,1.567,Vigne,synthetic_catalog,ml_model.rules.crop_catalog
24.93,61.95,6.31,1.359,Vigne,synthetic_catalog,ml_model.rules.crop_catalog
27.58,66.91,6.41,0.788,Vigne,synthetic_catalog,ml_model.rules.crop_catalog
25.1,68.59,7.38,2.267,Vigne,synthetic_catalog,ml_model.rules.crop_catalog
24.13,54.2,7.43,2.316,Vigne,synthetic_catalog,ml_model.rules.crop_catalog
21.5,54.04,6.18,1.355,Vigne,synthetic_catalog,ml_model.rules.crop_catalog
23.34,66.9,6.64,0.85,Vigne,synthetic_catalog,ml_model.rules.crop_catalog
29.08,59.94,7.52,0.587,Vigne,synthetic_catalog,ml_model.rules.crop_catalog
24.12,67.57,7.23,1.091,Vigne,synthetic_catalog,ml_model.rules.crop_catalog
28.05,62.44,5.93,0.544,Vigne,synthetic_catalog,ml_model.rules.crop_catalog
22.7,68.5,7.15,1.165,Vigne,synthetic_catalog,ml_model.rules.crop_catalog
26.83,66.76,6.14,1.467,Vigne,synthetic_catalog,ml_model.rules.crop_catalog
24.65,67.53,7.32,1.01,Vigne,synthetic_catalog,ml_model.rules.crop_catalog
21.02,59.01,6.93,1.169,Vigne,synthetic_catalog,ml_model.rules.crop_catalog
26.14,64.72,7.08,0.288,Vigne,synthetic_catalog,ml_model.rules.crop_catalog
27.58,58.31,6.33,0.596,Vigne,synthetic_catalog,ml_model.rules.crop_catalog
26.4,60.99,5.94,0.664,Vigne,synthetic_catalog,ml_model.rules.crop_catalog
24.78,61.17,5.99,0.385,Vigne,synthetic_catalog,ml_model.rules.crop_catalog
24.54,58.32,6.94,0.618,Vigne,synthetic_catalog,ml_model.rules.crop_catalog
25.59,47.94,7.05,0.386,Vigne,synthetic_catalog,ml_model.rules.crop_catalog
19.24,60.88,6.9,2.179,Vigne,synthetic_catalog,ml_model.rules.crop_catalog
21.9,57.67,6.39,2.457,Vigne,synthetic_catalog,ml_model.rules.crop_catalog
27.6,49.15,6.43,1.666,Vigne,synthetic_catalog,ml_model.rules.crop_catalog
24.12,55.51,5.52,1.214,Vigne,synthetic_catalog,ml_model.rules.crop_catalog
18.3,58.65,6.47,0.735,Vigne,synthetic_catalog,ml_model.rules.crop_catalog
17.97,59.73,7.49,1.919,Vigne,synthetic_catalog,ml_model.rules.crop_catalog
22.82,67.96,5.96,1.912,Vigne,synthetic_catalog,ml_model.rules.crop_catalog
20.52,55.41,6.33,2.344,Vigne,synthetic_catalog,ml_model.rules.crop_catalog
27.09,55.88,6.73,1.435,Vigne,synthetic_catalog,ml_model.rules.crop_catalog
26.63,59.65,6.09,2.387,Vigne,synthetic_catalog,ml_model.rules.crop_catalog
20.67,62.18,5.86,0.785,Vigne,synthetic_catalog,ml_model.rules.crop_catalog
26.7,56.39,5.83,0.366,Vigne,synthetic_catalog,ml_model.rules.crop_catalog
18.94,52.0,6.68,1.92,Vigne,synthetic_catalog,ml_model.rules.crop_catalog
23.22,62.45,6.42,2.401,Vigne,synthetic_catalog,ml_model.rules.crop_catalog
21.27,57.22,5.86,1.608,Vigne,synthetic_catalog,ml_model.rules.crop_catalog
19.3,66.6,7.38,0.661,Vigne,synthetic_catalog,ml_model.rules.crop_catalog
26.09,65.76,6.02,1.473,Vigne,synthetic_catalog,ml_model.rules.crop_catalog
20.51,64.77,5.62,0.643,Vigne,synthetic_catalog,ml_model.rules.crop_catalog
27.37,60.82,5.7,0.587,Vigne,synthetic_catalog,ml_model.rules.crop_catalog
21.41,59.67,6.04,1.209,Vigne,synthetic_catalog,ml_model.rules.crop_catalog
17.86,53.89,6.58,2.538,Vigne,synthetic_catalog,ml_model.rules.crop_catalog
21.31,54.16,7.25,1.584,Vigne,synthetic_catalog,ml_model.rules.crop_catalog
16.8,52.41,6.64,0.832,Vigne,synthetic_catalog,ml_model.rules.crop_catalog
22.65,58.08,6.0,2.301,Vigne,synthetic_catalog,ml_model.rules.crop_catalog
21.73,68.95,6.07,2.189,Vigne,synthetic_catalog,ml_model.rules.crop_catalog
24.79,51.44,5.72,1.434,Vigne,synthetic_catalog,ml_model.rules.crop_catalog
24.56,59.29,5.62,1.729,Vigne,synthetic_catalog,ml_model.rules.crop_catalog
20.02,60.02,6.27,2.293,Vigne,synthetic_catalog,ml_model.rules.crop_catalog
21.11,53.91,6.2,2.171,Vigne,synthetic_catalog,ml_model.rules.crop_catalog
20.24,67.36,6.47,2.414,Vigne,synthetic_catalog,ml_model.rules.crop_catalog
23.4,52.4,7.14,2.012,Vigne,synthetic_catalog,ml_model.rules.crop_catalog
22.78,70.83,7.26,1.313,Vigne,synthetic_catalog,ml_model.rules.crop_catalog
28.28,68.63,7.32,2.207,Vigne,synthetic_catalog,ml_model.rules.crop_catalog
25.63,55.26,5.86,1.67,Vigne,synthetic_catalog,ml_model.rules.crop_catalog
18.19,69.84,5.64,0.625,Vigne,synthetic_catalog,ml_model.rules.crop_catalog
26.5,60.79,6.08,1.217,Vigne,synthetic_catalog,ml_model.rules.crop_catalog
25.15,64.51,6.29,2.503,Vigne,synthetic_catalog,ml_model.rules.crop_catalog
23.05,68.58,6.05,1.057,Vigne,synthetic_catalog,ml_model.rules.crop_catalog
28.6,67.88,6.15,0.618,Vigne,synthetic_catalog,ml_model.rules.crop_catalog
23.26,50.47,7.11,1.6,Vigne,synthetic_catalog,ml_model.rules.crop_catalog
24.48,49.58,6.46,1.066,Vigne,synthetic_catalog,ml_model.rules.crop_catalog
29.98,65.48,7.39,1.761,Vigne,synthetic_catalog,ml_model.rules.crop_catalog
23.53,71.93,5.97,1.071,Vigne,synthetic_catalog,ml_model.rules.crop_catalog
18.56,71.3,6.82,0.313,Vigne,synthetic_catalog,ml_model.rules.crop_catalog
21.83,59.78,5.86,0.284,Vigne,synthetic_catalog,ml_model.rules.crop_catalog
18.04,68.97,5.71,2.012,Vigne,synthetic_catalog,ml_model.rules.crop_catalog
20.06,58.69,7.48,1.928,Vigne,synthetic_catalog,ml_model.rules.crop_catalog
27.32,52.22,6.17,0.359,Vigne,synthetic_catalog,ml_model.rules.crop_catalog
25.27,69.12,6.23,2.154,Vigne,synthetic_catalog,ml_model.rules.crop_catalog
24.98,65.01,7.61,1.76,Vigne,synthetic_catalog,ml_model.rules.crop_catalog
21.13,62.03,7.02,0.547,Vigne,synthetic_catalog,ml_model.rules.crop_catalog
20.37,67.47,5.95,1.715,Vigne,synthetic_catalog,ml_model.rules.crop_catalog
26.93,56.1,6.87,0.911,Vigne,synthetic_catalog,ml_model.rules.crop_catalog
22.29,65.14,7.4,2.209,Vigne,synthetic_catalog,ml_model.rules.crop_catalog
25.1,66.16,6.06,2.369,Vigne,synthetic_catalog,ml_model.rules.crop_catalog
21.99,64.44,6.44,1.856,Vigne,synthetic_catalog,ml_model.rules.crop_catalog
28.68,59.06,6.36,0.968,Vigne,synthetic_catalog,ml_model.rules.crop_catalog
18.34,64.97,5.4,0.591,Vigne,synthetic_catalog,ml_model.rules.crop_catalog
29.92,58.82,5.68,2.443,Vigne,synthetic_catalog,ml_model.rules.crop_catalog
19.8,53.02,6.87,2.23,Vigne,synthetic_catalog,ml_model.rules.crop_catalog
23.38,59.09,6.85,2.12,Vigne,synthetic_catalog,ml_model.rules.crop_catalog
23.14,54.84,6.15,1.903,Vigne,synthetic_catalog,ml_model.rules.crop_catalog
20.26,69.82,6.55,0.873,Vigne,synthetic_catalog,ml_model.rules.crop_catalog
19.13,57.69,5.54,1.365,Vigne,synthetic_catalog,ml_model.rules.crop_catalog
25.7,61.63,6.24,2.042,Vigne,synthetic_catalog,ml_model.rules.crop_catalog
22.95,64.15,6.28,0.346,Vigne,synthetic_catalog,ml_model.rules.crop_catalog
23.81,58.4,5.61,1.602,Vigne,synthetic_catalog,ml_model.rules.crop_catalog
27.12,48.65,7.38,1.108,Vigne,synthetic_catalog,ml_model.rules.crop_catalog
23.27,52.36,6.93,0.86,Vigne,synthetic_catalog,ml_model.rules.crop_catalog
18.83,68.21,7.07,1.495,Vigne,synthetic_catalog,ml_model.rules.crop_catalog
20.26,69.14,6.38,2.21,Vigne,synthetic_catalog,ml_model.rules.crop_catalog
20.65,53.77,5.78,1.551,Vigne,synthetic_catalog,ml_model.rules.crop_catalog
24.56,58.18,5.88,1.615,Vigne,synthetic_catalog,ml_model.rules.crop_catalog
19.76,58.77,5.95,1.008,Vigne,synthetic_catalog,ml_model.rules.crop_catalog
28.51,54.98,6.16,1.178,Vigne,synthetic_catalog,ml_model.rules.crop_catalog
18.56,66.4,7.47,0.458,Vigne,synthetic_catalog,ml_model.rules.crop_catalog
28.36,62.61,6.08,1.605,Vigne,synthetic_catalog,ml_model.rules.crop_catalog
19.9,60.47,6.05,1.538,Vigne,synthetic_catalog,ml_model.rules.crop_catalog
19.74,63.91,6.55,2.024,Vigne,synthetic_catalog,ml_model.rules.crop_catalog
21.05,59.26,7.33,0.926,Vigne,synthetic_catalog,ml_model.rules.crop_catalog
20.76,68.12,6.84,1.498,Vigne,synthetic_catalog,ml_model.rules.crop_catalog
29.77,69.36,5.71,0.266,Vigne,synthetic_catalog,ml_model.rules.crop_catalog
22.56,50.96,6.43,1.45,Vigne,synthetic_catalog,ml_model.rules.crop_catalog
25.75,67.14,7.33,1.644,Vigne,synthetic_catalog,ml_model.rules.crop_catalog
30.0,59.12,6.11,0.799,Vigne,synthetic_catalog,ml_model.rules.crop_catalog
27.57,56.09,7.42,2.35,Vigne,synthetic_catalog,ml_model.rules.crop_catalog
23.72,61.56,5.59,1.856,Vigne,synthetic_catalog,ml_model.rules.crop_catalog
24.6,61.12,6.99,0.647,Vigne,synthetic_catalog,ml_model.rules.crop_catalog
28.3,56.85,6.94,1.244,Vigne,synthetic_catalog,ml_model.rules.crop_catalog
27.39,50.08,6.69,1.934,Vigne,synthetic_catalog,ml_model.rules.crop_catalog
21.25,55.91,6.5,2.021,Vigne,synthetic_catalog,ml_model.rules.crop_catalog
